character,universe,page_length
Deborah Domaine,Earth-One,368346
Deimax,Prime Earth,380485
Demon Fox,Dakotaverse,358648
Dex-Starr,DC Super Hero Girls TV Series,360154
Dex-Starr,Injustice,354941
Dex-Starr,Justice League Action,358300
Dex-Starr,Lego Batman,364301
Dex-Starr,Prime Earth,450988
DNA,Prime Earth,357064
Doctor Morpheus,Superman 1988 TV Series,353777
Dox,New Earth,350925
Dracula,Earth-43,370441
Dracula,Earth-508,362030
Dracula,New Earth,364286
Dragorin,New Earth,359225
Drury Walker,New Earth,383221
Duarmzshee-Paan,New Earth,365206
Dunbar Dodo,Earth-C,349040
Dunya Mishkin,New Earth,373682
Edgar Warnock,New Earth,370417
"Eduardo Del Toro, Jr.",Bite Club,368200
"Eduardo Del Toro, Sr.",Bite Club,369639
Edward Trane,New Earth,369408
Elias,Prime Earth,361064
Ellen Collins,Enigma,352350
Ellie Mae Skaggs,New Earth,366219
Emil Veldt,New Earth,366749
Emily Briggs,New Earth,399042
Emily Briggs,Prime Earth,380181
Equus,New Earth,355674
Erik Storn,New Earth,357796
Etrigan,A Tragedy,359061
Etrigan,DC Legends,360512
Etrigan,DC Super Hero Girls,360142
Etrigan,Earth 13,365780
Etrigan,Earth-17,349976
Etrigan,Flashpoint Paradox,356072
Etrigan,Flashpoint Timeline,354769
Etrigan,Justice League Action,385451
Etrigan,Lil Gotham,353126
Etrigan,Riddle of the Beast,356220
Etrigan,The Batman TV Series,354824
Etrigan,The Brave and the Bold,362353
Etrigan,The Doom That Came to Gotham,357382
Etrigan,The Nail,349101
F.J. Hoover,Preacher TV Series,369144
Fala,New Earth,353826
Fenris,Earth-508,354445
Fenris,Wildstorm Universe,360082
Flame Dragons,Flame Dragon,350951
Flatline,New Earth,350981
Fox,The Batman TV Series,356454
Fraidy Cat,Imaginary Fiends,356816
Francine Lee,New Earth,383334
Francine March,DCAU,355303
Frederick Ngebe Braumholstein,Wildstorm Universe,355219
Gabriel Brady,Wildstorm Universe,353355
Galenthias,New Earth,357180
Gary Kaleho,Prime Earth,351583
Giant Dalmatians,Giant Dalmatian,350247
Goliath,New Earth,355173
Goliath,Prime Earth,358034
Gomorrah,New Earth,359045
Gordon Page,Super Friends,355325
Gorgons,Gorgon,377567
Goth,New Earth,368038
Great Caesar,Earth-AD,356336
Great Caesar,New Earth,353697
Great Caesar,The Brave and the Bold,351803
Green Arrow,Riddle of the Beast,359010
Grendel,New Earth,371002
Grokk,New Earth,351898
Gustav Decobra,Earth-One,365397
Gustav Decobra,Prime Earth,362016
Harpies,Harpie,346002
Harpy,Prime Earth,357761
Harvey Dent,Batman vs. TMNT,361062
Hawkman,Earth-22,377841
Helmut,Wildstorm Universe,356120
Hemo-Goblin,New Earth,362229
Hippogriffs,Hippogriff,345427
Howler,New Earth,352010
Hu Wei,Prime Earth,356002
Hugh Dawkins,New Earth,365929
Hugh Dawkins,Prime Earth,356330
Hugh Dawkins,Super Friends,354597
Hyena,Injustice,346362
Irena,Earth-One,351688
Isamot Kol,DC Universe Online,356953
Isamot Kol,Green Lantern Movie,363610
Jade Nguyen,Prime Earth,414735
Jane Jones,Dark Genesis!,366378
Jason Blood,DCAU,371857
Jason Blood,The Brave and the Bold,364145
Jezz Davison,Vamps,375100
Jinny Greenteeth,Flashpoint Timeline,350739
Jivan Shi,New Earth,379628
Joan Jordan,Just Imagine,367426
Joey Scroccone,Prime Earth,358453
John Monroe,New Earth,383434
John Monroe,Prime Earth,358850
Jonathan Gunnarson,New Earth,373144
Jonathan Romero,New Earth,358138
Joseph Chill,Gods and Monsters,360615
Joshua Walker,New Earth,361042
Karkull,DCAU,358774
Katar Hol,Prime Earth,391507
Kathana,New Earth,349373
Katherine Kane,Futures End,368381
Kestrel,New Earth,354596
Kevin Franklin,Dakotaverse,403308
Killer Croc,DCAU,366254
King Cobra,DCAU,366374
King of the Vampires,New Earth,373854
Kirk Langstrom,Batman Unlimited,355722
Kirk Langstrom,DC Legends,364968
Kirk Langstrom,DCAU,364810
Kirk Langstrom,Earth -52,353178
Kirk Langstrom,Earth-19,359706
Kirk Langstrom,Gods and Monsters,368501
Kirk Langstrom,Harley Quinn TV Series,359864
Kirk Langstrom,Injustice,360298
Kirk Langstrom,Lego Batman,364683
Kirk Langstrom,Scooby-Doo Team-Up,353325
Kirk Langstrom,Tiny Titans,353806
Kondor,New Earth,349336
Krypto,Earth-One,368300
Krypto,Flashpoint Timeline,349944
Kryptonite Dog,Earth-One,351892
Kyla Willowbrook,Smallville,354466
Kyle Abbot,DC Universe Online,350954
Kyle Abbot,New Earth,366764
Kyle Abbot,Prime Earth,357884
La Sangre,New Earth,361330
La Sangre,Prime Earth,365948
Lapetus,Prime Earth,364800
Lar-On,Prime Earth,398366
Leona Dorsey,New Earth,353229
Leroy,New Earth,349363
Lilith (demon),Prime Earth,378498
Lion-Miss,Earth 3,354586
Logan Wayne,Amalgam Universe,359181
Long,Prime Earth,358903
Looker,Black Lightning TV Series,360620
Lotion the Cat,Prime Earth,360498
Louis DuBois,Earth-One,366326
Lucy and Ethel the Hyenas,DC Super Hero Girls TV Series,355115
Lupek,New Earth,352714
Lynx II,New Earth,360392
M'R'R,Feral Man of Steel,354093
Macho Gato,New Earth,350143
Mad Harriet,New Earth,376952
Mad Harriet,Prime Earth,377624
Maduvu,New Earth,353623
Malazza-Rem,Malazza-Re,356340
Malchior,Teen Titans TV Series,362132
Malleus,Dakotaverse,392535
Man-Bat Serum,Man-Bat Seru,350759
Maneater,Dakotaverse,347928
Manhawks,Manhawk,353961
Manny,Doom Patrol TV Series,361453
Manticore,DCeased,356770
Manticore III,New Earth,353607
Marcel Ollie,Prime Earth,354239
Margaret Carle,New Earth,370447
Margaret Pye,Injustice,354124
Margaret Pye,Prime Earth,367762
Margaret Sorrow,Beware the Batman,358786
Margot,Arrowverse,360307
Marius Dimeter,New Earth,359645
Mary Seward,New Earth,383438
Mary Seward,Prime Earth,399912
Mary Tanner,New Earth,353782
Master Shoju,New Earth,369711
Matthew Bland,Prime Earth,361967
Medusa,DC Animated Movie Universe,360509
Megaera,New Earth,351956
Megan Boyer,Prime Earth,362503
Memakata,New Earth,352817
Merlin the Leopard,Injustice,348066
Merlin the Leopard,New Earth,352797
Merlin the Leopard,Prime Earth,352813
Michael Drown,Prime Earth,359677
Mink,New Earth,349284
Mink,Vamps,368854
Mister Bloom,Prime Earth,359912
Mister Monster,Earth-124.1,373976
Mister Wing,DCAU,358728
Mister Wolf,Teen Titans TV Series,355363
Mistress Murder,Dakotaverse,354905
Mona Wu,Arrowverse,357867
Morris Eagleton,New Earth,352109
Mrs. Gradenko,New Earth,352427
Mutant Leader,DCAU,358908
Mutant Leader,Earth-31,358802
Natalia Mitternacht,Prime Earth,391525
Nebiros,New Earth,369577
Necahual Martinez,Prime Earth,357987
Nergal,Arrowverse,369275
Nergal,Prime Earth,379882
Niccolai Tepes,New Earth,368487
Niccolai Tepes,Prime Earth,366018
Nina Skorzeny,New Earth,366664
Nina Skorzeny,Prime Earth,365647
Njego,Earth-S,349243
Nuclear Man,Donnerverse,362926
Nutsy Squirrel,Earth-C,350148
Nya-Nya,Teen Titans TV Series,354818
Olsen,Dark Multiverse,353945
Paradooms,Paradoom,370214
Peter Panda,Earth-C,347577
Polly Peachpit,Imaginary Fiends,356082
Pooch,Earth-9,349696
Pooch,New Earth,361967
Post-Mortem,Dakotaverse,348219
Primal Entity,New Earth,365094
Priscilla,Wonder Woman TV Series,351626
Priscilla Kitaen,Prime Earth,362153
Priscilla Rich,DC Super Friends Web Series,358093
Priscilla Rich,Earth-Two,367714
Priscilla Rich,Justice,361432
Pryemaul,New Earth,362669
Pyra,New Earth,358578
Quetzalcoatl,Earth-508,355948
Rachel L. Rhodes,Wildstorm Universe,381737
Rake,Damocles Universe,360077
Raven Roth,Ame-Comi,364291
Razerkut,New Earth,346765
Razorburn,New Earth,358674
Red Wave Beast,Prime Earth,363685
Reno Bryce,WildC.A.T.s TV Series,355545
Rhonda Ricoh,Prime Earth,352776
Richard Grayson,Earth-43,368821
Rigen Kale,Prime Earth,358846
Risa Del Toro,Bite Club,372823
Robert DuVale,Wildstorm Universe,353975
Robert Langstrom,Lil Gotham,353830
Robin,Earth 43,363585
Roderick,New Earth,363830
Rover the Werewolf,Earth-One,350689
Rudolph Jones,Man of Tomorrow,367832
Ruskoff,Prime Earth,354382
Samantha Voz,New Earth,349419
Sardor,Wonder Woman TV Series,351328
Satan,Preacher,355007
Satanus,New Earth,379169
Savitar,Arrowverse,458755
Scale Skin Man,Gotham,361136
Scandal Savage,DC Animated Movie Universe,360636
Scarlet Vampire,Earth-S,362487
Schrek,New Earth,364424
Scissors,Teen Titans TV Series,351717
Scott Lowe,New Earth,350654
Screech,Vamps,367123
Sebastian Ballesteros,New Earth,362731
Selina Kyle,DC Animated Movie Universe,361388
Selina Kyle,DCAU,374430
Selina Kyle,DCeased,361531
Selina Kyle,Earth-Two,387222
Selina Kyle,Harley Quinn TV Series,358642
Selina Kyle,Man of Tomorrow,353730
Selina Kyle,Scooby-Doo Team-Up,356364
Selina Kyle,Teen Titans Go! TV Series,351772
Selina Kyle,The Lego Movie,358190
Sergei Minerva,Amalgam Universe,354101
Serpenteen,New Earth,349940
Shaggy Man,Earth-508,353734
Sharptooth,Batman in Bethlehem,350965
Sheba,Wildstorm Universe,352318
Shen Li-Men,Wildstorm Universe,378194
Shere Khan,Fables,352099
Silicon Stiletto,Wildstorm Universe,350319
Simon Amal,Prime Earth,363475
Skeeter,Vamps,369508
Slug the Dog,Earth-S,354236
Socks the Cat,Prime Earth,354831
Spaulding Pruitt,Prime Earth,380903
Sphinx,species,348819
Splithair,Earth-S,360282
Stake,New Earth,361636
Stinky the Cat,New Earth,395138
Stray,Prime Earth,352348
Streak,New Earth,358733
Streaky,Earth-One,392446
Streaky,New Earth,375648
Streaky,Tiny Titans,359059
Streaky II,Earth-One,377552
Stymphalian Birds,Stymphalian Bird,350210
Summer Day,New Earth,378021
Summer Day,Prime Earth,362517
Sven Larson,Prime Earth,358602
Taghurrhu,New Earth,361526
Tanakata Z,New Earth,358045
Tanya,Earth-43,363708
Tataka,New Earth,354721
Tatsinda,Prime Earth,352928
Tawky Tawny,Earth 5,366903
Tawky Tawny,Earth-16,347195
Tawky Tawny,New Earth,370280
Tawky Tawny,Prime Earth,363934
Tawky Tawny,Tiny Titans,353509
Tawna,New Earth,349490
Ted Carson,Prime Earth,371127
Teekl,DCAU,356983
Teekl,Earth 11,352509
Teekl,Injustice,352602
Teekl,Justice League Action,353592
Teekl,Lil Gotham,351140
Teekl,New Earth,369003
Teekl,Prime Earth,360643
Teresa,DCAU,358437
Terrence McGinnis,DC Legends,355103
Thomas Asquith Randolph,New Earth,359750
Thomas Blake,Prime Earth,371777
Thomas Blake,The Brave and the Bold,355261
Thomas Blake,The Lego Movie,352644
Thomas Bronson,New Earth,370747
Thor the Thunder Dog,Quality Universe,352396
Three Faces of Evil,New Earth,359546
Tiamat,New Earth,376733
Tig Rafelson,Prime Earth,381967
Tigress,DCAU,365021
Tinker,We3,350999
Tisiphone,New Earth,352297
Titus the Dog,Prime Earth,356064
Torcher the Demon,New Earth,347726
Tuftan,Earth-AD,353394
Tuftan,New Earth,351375
Tuftan,Prime Earth,352385
Tuftan,The Brave and the Bold,352016
Tygrus,DCAU,356942
Tyran'r,Prime Earth,363526
Ubasti,iZombie,350386
Vampire Burglar,Earth-S,360511
Vampires,Vampire,362858
Van Pyre,Earth-Twelve,362709
Vanessa Kapatelis,DC Animated Movie Universe,363205
Vanessa Kapatelis,Prime Earth,377260
Victor Christianson,New Earth,360517
Vincent Velcoro,Creature Commandos Shorts,361498
Vincent Velcoro,Flashpoint Timeline,363250
Vincent Velcoro,The Brave and the Bold,364725
Vlad Dracula,Strange Visitor,360882
Voodoo,Prime Earth,358404
Voz,Green Lantern Movie,359350
Vrykos,Pre-Zero Hour,364104
Vulture,The Batman TV Series,354970
Warblade,Prime Earth,359906
Warren Griffith,Creature Commandos Shorts,354478
Warren Griffith,Flashpoint Timeline,356061
Warren Griffith,New Earth,363632
Warren Griffith,Prime Earth,357949
Waylon Jones,Arrowverse,353522
Waylon Jones,Batman 1966 TV Series,366788
Waylon Jones,Batman in Bethlehem,356102
Waylon Jones,Beware the Batman,360281
Waylon Jones,DC Bombshells,358322
Waylon Jones,DC Legends,360417
Waylon Jones,DCeased,356083
Waylon Jones,Earth -22,354319
Waylon Jones,Earth -44,350222
Waylon Jones,Earth-1,359381
Waylon Jones,Harleen,358725
Waylon Jones,Harley Quinn TV Series,362064
Waylon Jones,New Earth,401311
Waylon Jones,Teen Titans Go! TV Series,355483
Waylon Jones,White Knight,356613
Waylon Jones,World Without Young Justice,353342
Weasel,Batman in Bethlehem,352225
Wenonah Littlebird,New Earth,352626
Werewolves,Werewolve,367207
Whipsnake,Vamps,372678
Wildcat,Earth-22,350477
William Kessler,New Earth,368667
Wingo,Earth-124.1,351670
Wolf,Earth-16,371826
Wonderdog,New Earth,353353
Yalan Gur,New Earth,361494
Yolanda Montez,New Earth,362625
Yuri Rashnikov,New Earth,369923
Ace Arn,New Earth,374839
Adam Evans,DCAU,354766
Agwé,Prime Earth,353911
Altana,New Earth,351769
Amanikable,Prime Earth,370922
Aphrodite,Prime Earth,398260
Atabey,Prime Earth,371441
Atlantiades,Prime Earth,392055
Aztar,New Earth,457674
Balor,Prime Earth,370325
Bastet,Prime Earth,351989
Bruce Wayne,Batman 1966 TV Series,400816
Caroline Sharp,Prime Earth,366572
Cernunnos,Prime Earth,372208
Chagra,Prime Earth,350011
Chalchiuhtlicue,Prime Earth,372978
Chronicler,Prime Earth,354758
Clay Stoner,New Earth,372787
Cole Cash,Futures End,356671
Colonel Koslov,Earth-One,368715
Control Freak,Teen Titans TV Series,361612
Courtney Whitmore,Lego Batman,364750
Death,Earth-One,351165
Doctor Schivel,Batman 1966 TV Series,381925
Dream,New Earth,422213
Dream,Prime Earth,355329
Duke Thomas,Prime Earth,415393
Earl Johnson,Lucifer TV Series,355752
Eidolon,Wildstorm Universe,362840
Elatha,Prime Earth,354177
Empty Hand,Empty Han,347377
Eradicator,New Earth,405624
Erdammeru,Antimatter Universe,367505
Father Sea,Prime Earth,361920
Final Bruce Wayne,Dark Multiverse,363299
Frank the Plant,Harley Quinn TV Series,357571
Fred Bentson,New Earth,357613
God,Dark Genesis!,355203
Goddess,Lucifer TV Series,356887
Hades,Prime Earth,377398
Harrison Nash Wells,Arrowverse,384526
Haxxalon,Prime Earth,353467
Hermes,Prime Earth,376986
Herupa Hando Hu,New Earth,360769
Hooligan,Prime Earth,349572
Irwin Schwab,DC Universe Online,355539
Irwin Schwab,New Earth,385765
Irwin Schwab,Prime Earth,361681
Irwin Schwab,The Brave and the Bold,351584
Irwin Schwab,Tiny Titans,351715
Izaya,Prime Earth,414645
James Corrigan,Earth-22,355965
James Gordon,Batman 1966 TV Series,363082
Jeffrey Franklin Burr,New Earth,371781
John Deegan,Arrowverse,388160
Jonni DC,New Earth,355616
Jonni DC,Prime Earth,361174
Jor-El,Prime Earth,385708
Joshua Saunders,New Earth,382117
Katar Hol,Earth-508,350612
Kay Challis,Prime Earth,370499
Kent Nelson,Flashpoint Timeline,354311
Kirtan-Rodd,New Earth,353137
Kumungwe,Prime Earth,372697
Lords of Chaos,Lords of Chao,362609
Lords of Order,Lords of Orde,380191
Madame Atom,Prime Earth,352479
Manannán mac Lir,Prime Earth,374542
Max Faraday,Wildstorm Universe,365039
Max Mercury,Prime Earth,366524
Michael Demiurgos,New Earth,390769
Mister Mxyzptlk,Cosmic Adventures,387332
Mister Mxyzptlk,New Earth,386631
Mobius Chair,Mobius Chai,375959
Monitor Bob,Monitor Bo,359105
Monitor Solomon,Monitor Solomo,364964
Monitor Weeja Dell,Monitor Weeja Del,357229
Monitor Zillo Valla,Monitor Zillo Vall,360476
Monitors,Monitor,363000
Mordru,New Earth,380344
Mordru,Post-Zero Hour,365114
Myron Victor,New Earth,358072
Nekron,New Earth,391125
Odin,Prime Earth,384446
Paradox,Prime Earth,373563
Peace,Prime Earth,347941
Persephone,Prime Earth,356178
Phantom Stranger,DCAU,349248
Poseidon,Prime Earth,410328
"Radiant, Spirit of Mercy",New Earth,355130
Rama Kushna,New Earth,350136
Rama Kushna,Prime Earth,353324
Repun,Prime Earth,371668
Richard Grayson,Tiny Titans,372452
Roger Hayden,Arrowverse,368885
Roger Hayden,Prime Earth,390122
Rosacarnis,Arrowverse,351495
Solomon,New Earth,355185
Sonya Tarinka,Prime Earth,357814
Tabitha,Arrowverse,363758
Tezcatlipoca,Prime Earth,364618
Tlaloc,Prime Earth,375600
Transit,Dakotaverse,382947
Tuoni,New Earth,365733
Uriel,Lucifer TV Series,357894
Varuna,Prime Earth,371449
Victor Stone,Prime Earth,446811
Virgil Hawkins,DCAU,377926
William Hand,Lego Batman,364068
William Hand,New Earth,409971
Andrea Martinez,New Earth,389860
Aquamaria,Dakotaverse,361102
Arani Desai,New Earth,373833
Billy Gander,Earth-Twelve,351123
Blizard,New Earth,355021
Brek Bannin,Earth-Prime,351302
Byrna Brilyant,New Earth,360518
Byrna Brilyant,Prime Earth,365475
Caitlin Snow,DC Legends,358270
Caitlin Snow,Justice League Action,361060
Caitlin Snow,Lego Batman,364272
Caitlin Snow,Prime Earth,402794
Cameron Mahkent,Earth-16,361717
Cameron Mahkent,Earth-508,355434
Cameron Mahkent,Flashpoint Paradox,350304
Cameron Mahkent,Flashpoint Timeline,350112
Cameron Mahkent,New Earth,385187
Cameron Mahkent,Prime Earth,357812
Cameron Mahkent,Smallville,386492
Captain Cold's Cold Gun,Captain Cold's Cold Gu,351300
Carter Hooks,Dakotaverse,351001
Celsia,Wonder Woman TV Series,356404
Charles Murray,Prime Earth,371904
Cold Warrior,New Earth,350584
Coldsnap,New Earth,351622
Coldsnap,Prime Earth,354682
Coldsnap,Thunder & Lightning Shorts,353627
Cooler,Wildstorm Universe,355063
Crystal Frost,DC Animated Movie Universe,378236
Crystal Frost,Earth-16,356038
Crystal Frost,Earth-508,356405
Crystal Frost,New Earth,383756
Cythonna,New Earth,364527
Darryl Brown,Harley Quinn TV Series,351384
Delores Winters,New Earth,366648
Doctor Phoenix,Earth-One,367958
Doctor Psycho,Gods and Monsters,379781
Elijah Snow,Wildstorm Universe,373801
Ewald Olafsson,New Earth,354732
Frost,DC Super Hero Girls,358543
Frostbite,Antimatter Universe,353534
Frostbite,New Earth,352017
Frostbite,Powerless,344589
Glacier,New Earth,347581
Henry Henshaw,Lego Batman,368915
Hound,Prime Earth,354769
Ice,Earth-9,344816
Ice,Star Riders,348047
Ice King,New Earth,352065
Icicle's Cold Gun,Icicle's Cold Gu,346889
Igor Medviedenko,New Earth,352899
Jaime Encana,Earth 2,365168
Jesse Watts,Smallville,349928
Joar Mahkent,Earth-16,350180
Joar Mahkent,Earth-22,345774
Joar Mahkent,Smallville,354018
Jordan Mahkent,Stargirl TV Series,358947
Joseph Meach,Lego Batman,368784
Killer Frost,DCAU,358988
Klaus Kristin,Earth-One,361271
Leonard Snart,DC Universe Online,363243
Leonard Snart,Futures End,354345
Leonard Snart,Out of Time,361929
Leonard Snart,Prime Earth,414410
Louise Lincoln,Arkhamverse,359759
Louise Lincoln,Harley Quinn TV Series,351315
Louise Lincoln,Injustice,359366
Louise Lincoln,Lego Batman,356292
Louise Lincoln,New Earth,405418
Louise Lincoln,Prime Earth,364142
Louise Lincoln,The Brave and the Bold,356891
Mantis,DCAU,373663
Mantis,New Earth,381687
Mark Blaine,Arrowverse,361536
Mary Michaels,DCAU,361417
Mary Michaels,Futures End,360126
Minister Blizzard,Prime Earth,352980
Mintar Bannin,Pre-Zero Hour,346686
Mister Freeze's Ice Gun,Mister Freeze's Ice Gu,353635
Mordred,DCAU,362091
New Moon,Earth-One,354643
OMAC Prime,New Earth,363740
Rip Roar,New Earth,361786
Roger Niles,Superboy TV Series,353029
Sean Kelvin,Smallville,356378
Sigrid Nansen,New Earth,365002
Sigrid Nansen,Super Friends,349531
Snow Owl,New Earth,370786
Springheeled Jack,Prime Earth,351780
Summer Zahid,Prime Earth,355068
Teth-Adam,Kid Super Power Hour,361506
Tora Drake,Amalgam Universe,352342
Tora Olafsdotter,DCAU,352932
Tora Olafsdotter,DCeased,354613
Tora Olafsdotter,Earth-16,350197
Tora Olafsdotter,Justice League 3000,361900
Tora Olafsdotter,New Earth,376999
Tora Olafsdotter,Prime Earth,365148
Tora Olafsdotter,The Brave and the Bold,358124
Tori Olafsdotter,Justice League Pilot,355139
Tyler Crenshaw,Smallville,355768
Victor Fries,Earth-16,360789
Victor Fries,Prime Earth,434256
Victor Fries,The Batman TV Series,370720
Amaya,Prime Earth,378389
Bobb Kohan,Pre-Zero Hour,352590
Kara Zor-El,New Earth,567026
Kole,Earth-1,356655
Kole,Teen Titans TV Series,355270
Kole Weathers,New Earth,364010
Rafael Harris,New Earth,350226
666,Earth-22,351574
Aaron Cash,Prime Earth,352028
Ace Masterson,Prime Earth,360151
Afterthought,Prime Earth,376631
Aldous,Prime Earth,354858
Alexander Luthor,Earth-3839,362000
Alexander Luthor,Super Seven,353393
Alexander Luthor,The New Order,358430
Alphonse Luzano,New Earth,382389
Alvin Bundy,New Earth,351860
Amanda Spence,New Earth,363352
Anatoli Knyazev,Arkhamverse,361508
Anatoli Knyazev,Flashpoint Timeline,351307
Anatoli Knyazev,Harley Quinn TV Series,359569
Anatoli Knyazev,New Earth,384525
Anatoli Knyazev,Prime Earth,379605
Angela Spica,The Wild Storm,364555
Anton Geist,New Earth,371804
Aquaman,Earth 14,355957
Archer,Dakotaverse,373404
Archie Trundle,Prime Earth,350725
Arthur Curry,Earth 42,351757
Arthur Stone,Mash-Up,352443
Ashok Desai,New Earth,355698
Axel Walker,Prime Earth,383384
B'aad,New Earth,354090
Bad Betty,Dakotaverse,379702
Bandit,We3,351907
Bane,Smallville,354432
Barnacle Bill,Dakotaverse,351036
Batman,Earth 14,355027
Beowulf,Prime Earth,354025
